source_id,material_label,notes,SiO2_mol_frac,Na2O_mol_frac,GeO2_mol_frac,E_GPa,rho_kg_m3,family,TiO2_mol_frac,PbO_mol_frac,RO_mol_frac,WO3_mol_frac,Bi2O3_mol_frac,ZrO2_mol_frac,K2O_mol_frac,Li2O_mol_frac,MgO_mol_frac,CaO_mol_frac,ZnO_mol_frac,SrO_mol_frac,B2O3_mol_frac,Al2O3_mol_frac,BaO_mol_frac,alpha_1e6_K,P2O5_mol_frac,FemOn_mol_frac
SG-218-20111,SG-218-20111,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.35133598327636717,0.08015918731689453,0.5685048675537109,69.19999694824219,3368.000030517578,germanate,,,,,,,,,,,,,,,,,,
SG-218-20112,SG-218-20112,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.3862291717529297,0.07584723472595215,0.5379236221313477,68.0999984741211,3298.0000972747803,germanate,,,,,,,,,,,,,,,,,,
SG-218-20127,SG-218-20127,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.1056971549987793,0.1056971549987793,0.7496251678466797,69.5,3812.999963760376,germanate,,,,,,0.03898051023483277,,,,,,,,,,,,
SG-210-20034,SG-210-20034,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.5260000228881836,0.03200000286102295,0.10500000953674317,88.80000305175781,2819.999933242798,silicate,,,,,,0.0840000057220459,0.021000001430511474,0.2320000267028809,,,,,,,,,,
SG-210-20035,SG-210-20035,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.5209999847412109,0.030999999046325683,0.10399999618530271,90.5,2917.9999828338623,silicate,,,,,,0.08300000190734863,0.020999999046325685,0.23,,,,,,,,,,
SG-210-20036,SG-210-20036,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.5,0.03,0.1,101.0,3482.0001125335693,silicate,,,,,,0.08,0.02,0.22,,,,,,,,,,
SG-210-20037,SG-210-20037,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.47299999237060547,0.02799999952316284,0.095,108.0,3892.999887466431,silicate,,,,,,0.07599999904632568,0.01899999976158142,0.20899999618530277,,,,,,,,,,
SG-210-20038,SG-210-20038,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.4470000076293945,0.02700000047683716,0.08899999618530273,115.0,4335.000038146973,silicate,,,,,,0.07199999809265137,0.017999999523162842,0.19700000762939454,,,,,,,,,,
SG-210-20039,SG-210-20039,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.5259999847412109,0.2639999961853028,0.105,70.5,2851.0000705718994,silicate,,,,,,0.08399999618530274,0.020999999046325685,,,,,,,,,,,
SG-210-20040,SG-210-20040,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.5,0.25,0.1,82.9000015258789,3415.9998893737798,silicate,,,,,,0.08,0.02,,,,,,,,,,,
SG-210-20041,SG-210-20041,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.47299999237060547,0.23700000762939452,0.095,94.0999984741211,3875.999927520752,silicate,,,,,,0.07599999904632568,0.01899999976158142,,,,,,,,,,,
SG-213-20051,SG-213-20051,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.10360029220581056,0.10360029220581056,0.7347537994384765,72.4000015258789,3789.9999618530273,germanate,,,0.05804555416107178,,,,,,0.05804555416107178,,,,,,,,,
SG-213-20052,SG-213-20052,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.09778085708618164,0.09778085708618164,0.6934812927246093,73.5999984741211,3740.999937057495,germanate,,,0.11095700263977051,,,,,,0.11095700263977051,,,,,,,,,
SG-213-20053,SG-213-20053,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.09215686798095703,0.09215686798095703,0.6535948181152343,75.4000015258789,3697.999954223633,germanate,,,0.16209150314331056,,,,,,0.16209150314331056,,,,,,,,,
SG-213-20054,SG-213-20054,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.10093056678771972,0.10093056678771972,0.7158196258544922,78.0999984741211,3892.999887466431,germanate,,,0.08231925964355469,,,,,,,0.08231925964355469,,,,,,,,
SG-213-20055,SG-213-20055,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.09251968383789062,0.09251968383789062,0.6561679840087891,80.5,3869.999885559082,germanate,,,0.1587926483154297,,,,,,,0.1587926483154297,,,,,,,,
SG-213-20056,SG-213-20056,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.08458309173583985,0.08458309173583985,0.5998800277709961,81.5999984741211,3809.999942779541,germanate,,,0.23095380783081051,,,,,,,0.23095380783081051,,,,,,,,
SG-213-20057,SG-213-20057,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.10360029220581056,0.10360029220581056,0.7347537994384765,68.5999984741211,3848.999977111816,germanate,,,0.05804555416107178,,,,,,,,0.05804555416107178,,,,,,,
SG-213-20058,SG-213-20058,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.09724139213562012,0.09724139213562012,0.6896552276611329,65.5999984741211,3869.999885559082,germanate,,,0.11586207389831545,,,,,,,,0.11586207389831545,,,,,,,
SG-213-20059,SG-213-20059,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.09108527183532716,0.09108527183532716,0.6459947967529297,66.0999984741211,3914.9999618530273,germanate,,,0.17183462142944336,,,,,,,,0.17183462142944336,,,,,,,
SG-213-20060,SG-213-20060,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.0850422191619873,0.0850422191619873,0.6031363296508789,66.9000015258789,3973.999977111816,germanate,,,0.2267792510986328,,,,,,,,0.2267792510986328,,,,,,,
SG-213-20061,SG-213-20061,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.07894736766815186,0.07894736766815186,0.5599103927612304,68.5,4053.999900817871,germanate,,,0.2821948432922364,,,,,,,,0.2821948432922364,,,,,,,
SG-213-20062,SG-213-20062,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.10491070747375489,0.10491070747375489,0.7440475463867188,77.9000015258789,3986.999988555908,germanate,,,0.046130948066711426,,,,,,,,,0.046130948066711426,,,,,,
SG-213-20063,SG-213-20063,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.09985834121704101,0.09985834121704101,0.7082152557373047,80.0,4076.000213623047,germanate,,,0.09206798553466797,,,,,,,,,0.09206798553466797,,,,,,
SG-213-20064,SG-213-20064,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.09469442367553713,0.09469442367553713,0.6715916442871094,81.0,4133.999824523926,germanate,,,0.13901947021484376,,,,,,,,,0.13901947021484376,,,,,,
SG-213-20065,SG-213-20065,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.08952381134033204,0.08952381134033204,0.6349206161499024,80.5,4158.999919891357,germanate,,,0.18603174209594728,,,,,,,,,0.18603174209594728,,,,,,
SG-213-20066,SG-213-20066,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.08422939300537109,0.08422939300537109,0.5973715591430664,78.9000015258789,4177.999973297119,germanate,,,0.23416963577270508,,,,,,,,,0.23416963577270508,,,,,,
SG-213-20067,SG-213-20067,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.07894736766815186,0.07894736766815186,0.5599103927612304,76.5,4178.999900817871,germanate,,,0.2821948432922364,,,,,,,,,0.2821948432922364,,,,,,
SG-213-20068,SG-213-20068,SciGlass SciGK.csv; cite EPAM/drcassar + license,0.10593539237976074,0.10593539237976074,0.7513148498535156,71.5999984741211,3960.9999656677246,germanate,,,0.03681442499160767,,,,,,,,,,,,,,,
